,name,address,city,state,postal_code,stars,review_count,is_open,categories
99289,Ashtanga Yoga Montréal,"372 Rue Sainte-Catherine, Suite 118",Montreal,QC,H3B 1A2,3.5,7,1,"Yoga, Education, Fitness & Instruction, Active Life, Specialty Schools"
99338,Core Fitness Training Center,4630 Richmond Rd,Warrensville Heights,OH,44128,5.0,4,1,"Active Life, Gyms, Trainers, Fitness & Instruction"
99365,Body FITTE,,Phoenix,AZ,85018,5.0,3,1,"Active Life, Trainers, Fitness & Instruction"
99409,Phoenix Pilates and Rossiter Center,,Phoenix,AZ,85044,5.0,3,1,"Active Life, Fitness & Instruction, Pilates, Barre Classes, Trainers"
99461,Power Hour 360 - Henderson,"2970 St Rose Pkwy, Ste 140",Henderson,NV,89052,4.5,20,1,"Trainers, Fitness & Instruction, Boxing, Active Life, Gyms, Interval Training Gyms"
99492,The Lu-Jean Feng Clinic,31200 Pinetree Rd,Pepper Pike,OH,44124,3.0,24,1,"Skin Care, Grocery, Counseling & Mental Health, Beauty & Spas, Acupuncture, Fitness & Instruction, Active Life, Trainers, Food, Health & Medical, Medical Centers, Cosmetics & Beauty Supply, Doctors, Medical Spas, Shopping, Cosmetic Surgeons"
99504,Every Bit Fit,7900 E Eagle Crest Dr,Mesa,AZ,85207,4.5,6,1,"Trainers, Martial Arts, Fitness & Instruction, Active Life, Gyms"
99673,Cor Nutrition,"8090 Broadview Rd, Ste B",Broadview Heights,OH,44147,5.0,3,1,"Fitness & Instruction, Vitamins & Supplements, Active Life, Health Markets, Food, Specialty Food, Shopping"
99709,British Swim School - South Gilbert LA Fitness,3625 S Gilbert Rd,Gilbert,AZ,85297,5.0,3,1,"Fitness & Instruction, Specialty Schools, Swimming Lessons/Schools, Education, Active Life"
99715,Raw Fitness - Southwest,"7337 S Rainbow Blvd, Ste 100 A",Las Vegas,NV,89118,4.5,36,1,"Weight Loss Centers, Health & Medical, Active Life, Boot Camps, Gyms, Fitness & Instruction"
99781,"Jason M Mcneil, NMD",7301 E Sundance Trl,Carefree,AZ,85377,4.5,3,1,"Fitness & Instruction, Yoga, Medical Centers, Active Life, Naturopathic/Holistic, Nutritionists, Acupuncture, Family Practice, Doctors, Sports Medicine, Health & Medical"
99912,The Yoga Oasis,2400 Park Rd,Charlotte,NC,28203,4.0,26,1,"Pilates, Health & Medical, Active Life, Yoga, Fitness & Instruction"
99913,Aqua-Tots Swim Schools - Myers Park,2935 Providence Rd,Charlotte,NC,28211,4.0,4,1,"Education, Fitness & Instruction, Specialty Schools, Swimming Lessons/Schools, Active Life"
99939,"Medical Massage by Jarid Neuhaus, LMT","10900 N Scottsdale Rd, Ste 303",Scottsdale,AZ,85254,5.0,4,1,"Reiki, Reflexology, Active Life, Massage Therapy, Yoga, Health & Medical, Beauty & Spas, Fitness & Instruction, Massage"
100031,403 Fitness,6027 Centre St SW,Calgary,AB,T2H 0C2,3.0,3,1,"Trainers, Fitness & Instruction, Active Life"
100156,GriffonRawl Combat Sports & Fitness,6090 Pinecone Dr,Mentor,OH,44060,4.5,3,1,"Active Life, Martial Arts, Fitness & Instruction"
100254,World Gym,1455  McCowan Road,Scarborough,ON,M1S 5K7,2.5,9,1,"Fitness & Instruction, Gyms, Trainers, Active Life"
100265,Just Fit,4446 S Blvd,Charlotte,NC,28209,5.0,4,1,"Yoga, Dance Studios, Health & Medical, Nutritionists, Pilates, Fitness & Instruction, Trainers, Active Life"
100290,Shambhala Meditation Center of Cleveland,17309 Madison Ave,Lakewood,OH,44107,3.5,3,1,"Health & Medical, Counseling & Mental Health, Meditation Centers, Active Life, Fitness & Instruction"
100418,Energie Cardio,3841 Rue Wellington,Verdun,QC,H4G 1V1,4.5,3,1,"Active Life, Fitness & Instruction, Cardio Classes, Gyms"
100466,YWCA de Montréal,1355 Boul Rene-Levesque Ouest,Montréal,QC,H3G 1T3,3.0,4,1,"Hotels, Event Planning & Services, Fitness & Instruction, Active Life, Trainers, Hotels & Travel"
100497,Ultra Violet Pole Fitness,"801 Eglinton Avenue W, Suite 200",Toronto,ON,M5N 1E3,3.5,3,1,"Active Life, Fitness & Instruction"
100578,Power Nutrition,8402 W Thunderbird Rd,Peoria,AZ,85381,4.5,12,1,"Fitness & Instruction, Active Life, Trainers, Health Markets, Specialty Food, Food, Vitamins & Supplements, Health & Medical, Nutritionists, Shopping"
100645,Dina Merhbi,5757 Avenue de Monkland,Montréal,QC,H4A 1E8,3.5,3,1,"Yoga, Active Life, Fitness & Instruction, Health & Medical, Naturopathic/Holistic, Nutritionists, Doctors, Dietitians"
100664,Vive Fitness 24/7,2425 Truscott Dr,Mississauga,ON,L5J 2B4,3.5,3,1,"Active Life, Fitness & Instruction, Gyms, Trainers"
100667,Hourglass Workout,"284 Orenda Road, Unit 10",Toronto,ON,L6T 5S3,4.0,5,1,"Trainers, Fitness & Instruction, Gyms, Active Life"
100704,The Biltmore Studio,"2107 E Camelback Rd, Ste A-18",Phoenix,AZ,85016,4.5,87,1,"Fitness & Instruction, Barre Classes, Yoga, Active Life, Physical Therapy, Health & Medical"
100771,Big Joe's Personal Training,7419 E Helm Dr,Scottsdale,AZ,85260,5.0,6,1,"Massage, Health & Medical, Beauty & Spas, Weight Loss Centers, Chiropractors, Boot Camps, Fitness & Instruction, Active Life, Trainers, Gyms"
100787,Live It Up Pole Fitness Studio,"401 Alden Road, Unit 16",Markham,ON,L3R 4N4,5.0,12,1,"Active Life, Fitness & Instruction, Yoga, Gyms, Dance Studios"
100790,Climbmax Climbing Gym,"1330 W Auto Dr, Ste 108",Tempe,AZ,85284,3.0,70,1,"Gyms, Active Life, Amusement Parks, Fitness & Instruction, Climbing"
100794,Arizona Element Elite Cheer,"16681 N 84th Ave, Ste 170",Peoria,AZ,85382,5.0,3,1,"Dance Studios, Trainers, Active Life, Gyms, Amateur Sports Teams, Fitness & Instruction, Gymnastics"
100880,Las Vegas Athletic Club,5200 W Sahara Ave,Las Vegas,NV,89146,3.0,130,1,"Gyms, Active Life, Fitness & Instruction"
100886,Anytime Fitness,9580 McCowan Rd,Markham,ON,L3P 3S3,3.0,9,1,"Trainers, Gyms, Fitness & Instruction, Active Life"
100939,CycleBar,"7001 N Scottsdale Rd, Ste 172",Scottsdale,AZ,85250,4.5,80,1,"Cycling Classes, Active Life, Fitness & Instruction"
101000,GoodLife Fitness,"2150 Burnhamthorpe Road West, Unit 18",Mississauga,ON,L5L 3A1,3.0,7,1,"Fitness & Instruction, Active Life, Sports Clubs, Trainers, Gyms"
101009,Keene's ATA Martial Arts,"6740 W Deer Valley Rd, Ste D-106",Glendale,AZ,85310,4.5,9,1,"Martial Arts, Fitness & Instruction, Active Life"
101041,Maximize Fitness,36072 Westminster Ave,North Ridgeville,OH,44039,5.0,5,1,"Health & Medical, Boot Camps, Health Coach, Professional Services, Active Life, Life Coach, Gyms, Fitness & Instruction, Nutritionists"
101145,Feel The Music Dance Studio,"1400 N Rampart Blvd, Ste 102",Las Vegas,NV,89128,4.5,6,1,"Dance Schools, Dance Studios, Education, Specialty Schools, Fitness & Instruction, Active Life, Yoga, Venues & Event Spaces, Event Planning & Services"
101208,Carlson Gracie AZ/ Medavia Brazilian Jiu-Jitsu,"785 W Warner Rd, Ste 104",Gilbert,AZ,85233,5.0,12,1,"Gyms, Brazilian Jiu-jitsu, Sports Clubs, Fitness & Instruction, Martial Arts, Active Life, Trainers"
101295,Phoenix Gymnastics & Dance Academy,1926 W Monona Dr,Phoenix,AZ,85027,3.0,21,1,"Active Life, Arts & Entertainment, Gymnastics, Education, Specialty Schools, Performing Arts, Dance Schools, Dance Studios, Fitness & Instruction"
101308,Shanti Yoga Phx,1710 E McDowell Rd,Phoenix,AZ,85006,5.0,4,1,"Yoga, Meditation Centers, Active Life, Fitness & Instruction"
101325,Beach Yoga Centre,"1977 Queen Street East, 2nd Floor",Toronto,ON,M4L 1J1,4.5,3,1,"Fitness & Instruction, Active Life, Yoga, Massage Therapy, Health & Medical"
101505,Planet Fitness,300 Mount Lebanon Rd,Castle Shannon,PA,15234,2.5,18,1,"Gyms, Trainers, Fitness & Instruction, Active Life"
101565,Progressive FORCE Concepts,"2960 E Sunset Rd, Ste 125",Las Vegas,NV,89120,5.0,6,1,"Active Life, Trainers, Fitness & Instruction, Professional Services, Security Services, Education, Specialty Schools, Firearm Training"
101615,Silver Mesa Recreation Center,4025 Allen Ln,North Las Vegas,NV,89032,3.5,3,1,"Cultural Center, Local Flavor, Fitness & Instruction, Arts & Entertainment, Active Life, Gyms, Recreation Centers"
101661,Aerial Athletica,"5165 Rousso Rd, Unit D",Las Vegas,NV,89118,5.0,16,1,"Aerial Fitness, Active Life, Fitness & Instruction, Education, Specialty Schools, Pole Dancing Classes, Gyms"
101683,Birdtown Crossfit,"13000 Athens Ave, Ste 300-A",Lakewood,OH,44107,5.0,5,1,"Fitness & Instruction, Gyms, Trainers, Active Life, Interval Training Gyms"
101776,Yoga Tree,"140 Spadina Avenue, Unit 201",Toronto,ON,M5V 2L4,3.5,26,1,"Fitness & Instruction, Yoga, Active Life, Trainers"
101782,Inner Vision Yoga,"1949 W Ray Rd, Ste 8",Chandler,AZ,85224,4.0,37,1,"Active Life, Fitness & Instruction, Yoga"
101792,Maryvale Family YMCA,3825 N 67th Ave,Phoenix,AZ,85033,3.5,3,1,"Child Care & Day Care, Local Services, Fitness & Instruction, Active Life, Gyms"
101913,Southwest Valley Regional YMCA,2919 N Litchfield Rd,Goodyear,AZ,85395,2.5,23,1,"Active Life, Gyms, Child Care & Day Care, Fitness & Instruction, Local Services"
101926,Family Life Center,5757 N Central Ave,Phoenix,AZ,85012,3.0,4,1,"Gyms, Sports Clubs, Active Life, Fitness & Instruction"
101973,GoodLife Fitness,169 Enterprise Boulevard,Markham,ON,L6G 0E7,3.5,26,1,"Active Life, Gyms, Fitness & Instruction, Sports Clubs, Trainers"
102033,EōS Fitness,1970 E Ray Rd,Chandler,AZ,85225,4.0,65,1,"Gyms, Active Life, Trainers, Fitness & Instruction, Cardio Classes"
102094,Empowering Punch,"1512 Southpark Ctr, Fl 2, SouthPark Mall",Strongsville,OH,44136,4.5,11,1,"Local Flavor, Active Life, Gyms, Trainers, Fitness & Instruction, Weight Loss Centers, Health & Medical"
102125,Carlson Gracie Training Center - Cavalcanti Jiu Jitsu,"1335 E Sunset Rd, Ste I",Las Vegas,NV,89119,5.0,6,1,"Fitness & Instruction, Amateur Sports Teams, Active Life, Martial Arts"
102230,Hot Yoga Wellness Concord,"1750 Steeles Ave W, Unit 9",Vaughan,ON,L4K,3.5,5,1,"Fitness & Instruction, Active Life, Yoga"
102345,Orangetheory Fitness Ahwatukee,"900 N 54th St, Ste 2",Chandler,AZ,85226,3.5,23,1,"Gyms, Fitness & Instruction, Trainers, Active Life, Boot Camps, Interval Training Gyms"
102353,Maximum Pilates,"7575 N 16th St, Ste 25",Phoenix,AZ,85016,5.0,5,1,"Active Life, Fitness & Instruction, Trainers, Health & Medical, Pilates"
102553,Gilbert Defense Arts,"1094 S Gilbert Rd, Ste 107",Gilbert,AZ,85296,5.0,9,1,"Martial Arts, Fitness & Instruction, Active Life, Self-defense Classes, Day Camps"
102595,ATA Karate-Matthews Winners for Life,"3122 Fincher Farm Rd, Ste C3",Matthews,NC,28105,3.0,4,1,"Kids Activities, Karate, Active Life, Martial Arts, Fitness & Instruction"
102657,barre3 - Henderson,"120 S. Green Valley Parkway,, Suite 194",Henderson,NV,89012,4.5,39,1,"Active Life, Fitness & Instruction, Barre Classes, Pilates, Yoga"
102727,Core Pilates,"9775 W Sunset Rd, Ste 101",Las Vegas,NV,89148,4.5,56,1,"Pilates, Fitness & Instruction, Boot Camps, Active Life, Gyms"
102753,Princeton Club - Madison,8080 Watts Rd,Madison,WI,53719,2.5,57,1,"Beauty & Spas, Tanning, Active Life, Fitness & Instruction, Trainers, Gyms, Massage"
102833,Sweat Zone,"750 E Pyle Ave, Ste 114",Las Vegas,NV,89183,5.0,16,1,"Active Life, Fitness & Instruction, Nutritionists, Professional Services, Gyms, Health & Medical, Boot Camps, Trainers, Weight Loss Centers"
102839,Bikram Yoga Red Tree,"12 Drummond Street, Suite 2",Toronto,ON,M8V 1Y8,2.5,6,1,"Active Life, Yoga, Fitness & Instruction"
102840,Precision Mixed Martial Arts,"5757 E Mckellips Rd, Ste 101",Mesa,AZ,85215,4.5,6,1,"Fitness & Instruction, Active Life, Martial Arts"
102862,Bay Club World Health,217 - 7th Ave SW,Calgary,AB,T2P 1B5,3.0,14,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
102864,TITLE Boxing Club - Strongsville,14783 Pearl Rd,Strongsville,OH,44136,3.5,4,1,"Gyms, Active Life, Fitness & Instruction, Boxing, Trainers, Weight Loss Centers, Health & Medical"
102903,Graydon Hall,185 Graydon Hall Dr,North York,ON,M3A 3B4,4.5,18,1,"Fitness & Instruction, Caterers, Trainers, Real Estate, Active Life, Home Services, Apartments, Venues & Event Spaces, Event Planning & Services, Party & Event Planning"
102911,Orangetheory Fitness Peoria,"9736 W Northern Ave, Suite G500",Peoria,AZ,85345,2.5,5,1,"Boot Camps, Trainers, Fitness & Instruction, Active Life, Gyms"
102959,Power In Motion,"16679 N 90th St, Ste 102",Scottsdale,AZ,85260,5.0,12,1,"Trainers, Interval Training Gyms, Nutritionists, Gyms, Fitness & Instruction, Active Life, Health & Medical"
102961,Glendale Sports Massage Training Nutrition,"6808 N Dysart Rd, Ste 136",Glendale,AZ,85307,5.0,6,1,"Active Life, Health & Medical, Massage Therapy, Nutritionists, Trainers, Fitness & Instruction"
103007,Crossley Fitness,27346 Lorain Rd,North Olmsted,OH,44070,3.5,4,1,"Trainers, Active Life, Fitness & Instruction, Gyms"
103009,Arizona Rock 'n' Roll Marathon and Half Marathon,1700 W Washington St,Phoenix,AZ,85007,4.0,61,1,"Active Life, Races & Competitions, Fitness & Instruction"
103077,OptimaLiving Therapy & Pelvic Health Center,"8506 W Deer Valley Rd, Ste 105",Peoria,AZ,85382,5.0,4,1,"Occupational Therapy, Health & Medical, Physical Therapy, Massage Therapy, Yoga, Fitness & Instruction, Nutritionists, Active Life"
103094,EōS Fitness,3300 S Higley Rd,Gilbert,AZ,85297,3.5,173,1,"Gyms, Active Life, Fitness & Instruction, Trainers, Cardio Classes"
103200,Toronto Yoga Mamas,"1402 Queen Street E, Suite D",Toronto,ON,M4L 1C9,5.0,15,1,"Doulas, Beauty & Spas, Active Life, Health & Medical, Fitness & Instruction, Massage, Yoga"
103208,Le Club West Island,205 Alton Drive,Beaconsfield,QC,H9W 2Z5,3.5,3,1,"Fitness & Instruction, Recreation Centers, Active Life, Soccer, Arts & Entertainment, Sports Clubs, Skating Rinks, Trainers, Gyms, Tennis, Restaurants, Stadiums & Arenas, Pubs, Nightlife, Bars, Golf"
103256,Pittsburgh Heat Dance Company,,Pittsburgh,PA,15202,3.5,6,1,"Active Life, Performing Arts, Education, Dance Studios, Fitness & Instruction, Professional Services, Arts & Entertainment"
103333,LA Fitness,8160 N 91st Ave,Peoria,AZ,85345,2.5,38,1,"Trainers, Active Life, Fitness & Instruction, Yoga, Sports Clubs, Gyms"
103337,Popeye's Supplements Toronto - Yonge & Bloor,659 Yonge Street,Toronto,ON,M4Y 1Z9,3.5,14,1,"Active Life, Fitness & Instruction, Trainers, Health Markets, Specialty Food, Shopping, Food, Vitamins & Supplements"
103509,Fitness Werqs,4075 Alpha Dr,Allison Park,PA,15101,4.0,4,1,"Fitness & Instruction, Trainers, Active Life"
103692,Valley of the Sun JCC,"12701 N Scottsdale Rd, Ste 201",Scottsdale,AZ,85254,4.0,49,1,"Trainers, Active Life, Community Centers, Public Services & Government, Education, Preschools, Summer Camps, Child Care & Day Care, Recreation Centers, Fitness & Instruction, Local Services, Swimming Pools, Gyms"
103697,Re-Barre Studio North Scottsdale,"17060 N Thompson Peak Pkwy, Ste C-115",Scottsdale,AZ,85255,5.0,57,1,"Pilates, Active Life, Yoga, Barre Classes, Gyms, Fitness & Instruction, Dance Studios"
103726,Love and Chokes Jiu Jitsu Academy,4518 Renaissance Pkwy,Warrensville Hts,OH,44128,5.0,3,1,"Brazilian Jiu-jitsu, Martial Arts, Gyms, Fitness & Instruction, Active Life"
103755,Yoga on the Rocks,"16447 N 91st St, Ste 105, AZ on the Rocks",Scottsdale,AZ,85260,3.5,7,1,"Team Building Activities, Dance Studios, Event Planning & Services, Yoga, Active Life, Fitness & Instruction, Kids Activities, Gyms, Pilates"
103771,Namaste Yoga Studio,"7240 W Azure Dr, Ste 115",Las Vegas,NV,89130,4.5,10,1,"Massage, Yoga, Beauty & Spas, Trainers, Active Life, Fitness & Instruction"
103877,LA Fitness,7365 N Via Paseo Del Sur,Scottsdale,AZ,85258,3.0,111,1,"Yoga, Trainers, Gyms, Fitness & Instruction, Sports Clubs, Active Life"
103901,Fit4Less,6464 Yonge Street,Toronto,ON,M2M 3X7,2.5,3,1,"Gyms, Active Life, Fitness & Instruction"
103922,Moxie Mind & Body Pilates Studio,"24 Market Pl, Fl 2",Pittsburgh,PA,15222,5.0,6,1,"Health & Medical, Active Life, Pilates, Fitness & Instruction"
104017,Therazona Physical Therapy,"861 N Higley Rd, B-115",Gilbert,AZ,85234,5.0,5,1,"Health & Medical, Tui Na, Physical Therapy, Pilates, Sports Medicine, Doctors, Traditional Chinese Medicine, Fitness & Instruction, Active Life"
104136,United Studios of Self Defense,"10720 S Eastern Ave, Ste 130",Henderson,NV,89052,4.5,9,1,"Fitness & Instruction, Active Life, Martial Arts, Self-defense Classes"
104151,Gateway Village YMCA,"900 W Trade St, Ste 100",Charlotte,NC,28202,4.5,21,1,"Active Life, Weight Loss Centers, Gyms, Health & Medical, Fitness & Instruction, Child Care & Day Care, Local Services"
104264,Phoenix Wushu Academy,"700 N Cooper Rd, Ste 8",Gilbert,AZ,85233,3.0,4,1,"Fitness & Instruction, Martial Arts, Chinese Martial Arts, Active Life, Qi Gong, Tai Chi"
104349,Mana Fitness,4530 N 7th St,Phoenix,AZ,85014,5.0,3,1,"Active Life, Health Coach, Health & Medical, Trainers, Fitness & Instruction"
104430,lululemon athletica,4361 Saint-Denis,Montréal,QC,H2J 2L2,3.5,4,1,"Shopping, Fashion, Sports Wear, Women's Clothing, Fitness & Instruction, Active Life, Sporting Goods, Yoga"
104449,Team Universal Muay Thai,"20801 N 19th Ave, Ste 4",Phoenix,AZ,85027,5.0,5,1,"Fitness & Instruction, Muay Thai, Martial Arts, Active Life, Sports Clubs"
104456,Redefine Fit,403 Danforth Avenue,Toronto,ON,M4K 1P1,5.0,3,1,"Fitness & Instruction, Active Life, Dance Studios, Trainers"
104530,Repsol Sport Centre,2225 Macleod Trail SE,Calgary,AB,T2G 5B6,4.0,29,1,"Nutritionists, Health & Medical, Fitness & Instruction, Active Life, Swimming Pools, Gyms, Boxing, Cardio Classes"
104533,At One Yoga,"10050 N Scottsdale Rd, Ste 115",Scottsdale,AZ,85253,3.5,18,1,"Active Life, Pilates, Yoga, Fitness & Instruction"
104543,Anytime Fitness,5315 E High St,Phoenix,AZ,85054,4.0,5,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
104551,LA Fitness,9350 Bathurst St,Vaughan,ON,L6A 4N9,2.5,27,1,"Active Life, Yoga, Sports Clubs, Trainers, Fitness & Instruction, Gyms"
104556,The Flying Yogi,"245 Carlaw Avenue, Suite 007",Toronto,ON,M4M 2S1,4.0,10,1,"Pilates, Fitness & Instruction, Active Life, Yoga"
104641,Tenpoint5 Central Phoenix,5813 N 7th St,Phoenix,AZ,85014,5.0,16,1,"Active Life, Barre Classes, Fitness & Instruction, Cardio Classes, Yoga, Gyms"
104723,Springbank Links Golf Course,125 Hackamore Trail,Calgary,AB,T3Z 1C2,4.0,4,1,"Golf, Active Life, Fitness & Instruction, Amateur Sports Teams"
104763,Next Level Fitness & Martial Arts,"115 E Williams Field Rd, Ste 103",Gilbert,AZ,85295,5.0,10,1,"Fitness & Instruction, Active Life, Martial Arts"
104923,Western Reserve Racquet & Fitness Club,11013 Aurora Hudson Rd,Streetsboro,OH,44241,4.0,4,1,"Active Life, Trainers, Tennis, Fitness & Instruction, Gyms"
105017,Plaza Studio,"3961 E Chandler Blvd, Ste 111-298",Phoenix,AZ,85048,5.0,8,1,"Arts & Entertainment, Performing Arts, Art Galleries, Shopping Centers, Shopping, Active Life, Fitness & Instruction, Dance Studios"
105035,Hilton Nutrition & Wellness,"446 N Higley Rd, Ste 102",Mesa,AZ,85205,5.0,3,1,"Food, Health & Medical, Active Life, Juice Bars & Smoothies, Beauty & Spas, Weight Loss Centers, Skin Care, Fitness & Instruction"
105042,TITLE Boxing Club,779 Alpha Dr,Highland Heights,OH,44143,4.0,23,1,"Boot Camps, Active Life, Boxing, Fitness & Instruction, Trainers, Gyms"
105046,Life Enrichment Yoga & Reflexology,,Phoenix,AZ,85007,5.0,6,1,"Fitness & Instruction, Yoga, Reflexology, Active Life, Health & Medical"
105194,CrossFit PHX,"2200 N Scottsdale Rd, Ste C",Scottsdale,AZ,85257,5.0,34,1,"Interval Training Gyms, Trainers, Active Life, Fitness & Instruction, Gyms"
105202,Crossfit Kaiju,"626 W Charles St, Ste 220",Matthews,NC,28105,4.5,9,1,"Trainers, Gyms, Active Life, Fitness & Instruction, Boot Camps, Interval Training Gyms"
105222,9Round - Matthews,"929 Park Center Dr, Ste 102",Matthews,NC,28105,5.0,6,1,"Martial Arts, Boxing, Trainers, Fitness & Instruction, Gyms, Active Life"
105245,Las Vegas Kung Fu Academy,"11165 S Eastern Ave, Ste 110",Henderson,NV,89052,4.5,20,1,"Summer Camps, Fitness & Instruction, Chinese Martial Arts, Active Life, Martial Arts, Specialty Schools, Sports Clubs, Education"
105258,All About You Medspa,"2730 S ValVista Dr, Bldg 5, Ste 127",Gilbert,AZ,85295,4.0,23,1,"Day Spas, Hair Salons, Hair Stylists, Doctors, Dermatologists, Beauty & Spas, Massage Therapy, Medical Spas, Weight Loss Centers, Health & Medical, Laser Hair Removal, Skin Care, Nurse Practitioner, Fitness & Instruction, Hair Removal, Active Life, Yoga, Pilates"
105276,GoodLife Fitness,6991 Millcreek Dr,Mississauga,ON,L5N 6B9,2.5,10,1,"Trainers, Fitness & Instruction, Active Life, Gyms, Sports Clubs"
105355,The Exercise Coach - Arrowhead,"20229 N 67th Ave, Ste C7",Glendale,AZ,85308,5.0,5,1,"Trainers, Active Life, Fitness & Instruction, Nutritionists, Gyms, Health & Medical"
